Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Oropuella,-253,FALSE,,Oropuella,Oropuella,-253,Oropuella,Oropuella
Orthocladiinae,128457,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiinae Genus 5 (Coffman and Ferrington),-136,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiinae sp. (RAI Taxon # 0001),FALSE,FALSE,,Oropuella,Oropuella,-253,Oropuella,Oropuella
Orthocladiinae sp. (RAI Taxon # 0004),FALSE,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiinae sp. (RAI Taxon # 0013),FALSE,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiinae sp. (RAI Taxon #0001),FALSE,FALSE,,Oropuella,Oropuella,-253,Oropuella,Oropuella
Orthocladiinae sp. RAI # 0001,-134,FALSE,,Oropuella,Oropuella,-253,Oropuella,Oropuella
Orthocladiinae sp. RAI # 0004,-135,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiinae sp. RAI # 0011,-136,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladiini/Metriocnemini,FALSE,FALSE,,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Orthocladius,128874,FALSE,,Orthocladius,Orthocladius,128874,Orthocladius,Orthocladius
Orthocladius (Euorthocladius),568520,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),568520,Orthocladius (Euorthocladius),Orthocladius
Orthocladius (Euorthocladius) rivicola group,FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),568520,Orthocladius (Euorthocladius),Orthocladius
Orthocladius (Euorthocladius) rivulorum,FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),568520,Orthocladius (Euorthocladius),Orthocladius
Orthocladius (Mesorthocladius),FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Mesorthocladius),0,Orthocladius (Mesorthocladius),Orthocladius
Orthocladius (Orthocladius),568522,FALSE,,Orthocladius,Orthocladius,128874,Orthocladius,Orthocladius
Orthocladius (Symposiocladius),568523,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),568523,Orthocladius (Symposiocladius),Orthocladius
Orthocladius (Symposiocladius) lignicola,FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),568523,Orthocladius (Symposiocladius),Orthocladius
Orthocladius (Symposiocladius) sp. 2,FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),568523,Orthocladius (Symposiocladius),Orthocladius
Orthocladius annectens,128878,FALSE,FORMATTING,Orthocladius,Orthocladius (Orthocladius),568522,Orthocladius (Orthocladius),Orthocladius
Orthocladius complex,-25,FALSE,,Orthocladius complex,Orthocladius complex,-25,Orthocladius complex,Orthocladius complex
Orthocladius Complex,-25,FALSE,FORMATTING,Orthocladius complex,Orthocladius complex,-25,Orthocladius complex,Orthocladius complex
Orthocladius consobrinus,128886,FALSE,,Orthocladius,Orthocladius,128874,Orthocladius,Orthocladius
Orthocladius Eudactylocladius,FALSE,FALSE,,Orthocladius,Orthocladius,128874,Orthocladius,Orthocladius
Orthocladius Euorthocladius,FALSE,FALSE,FORMATTING,Orthocladius,Orthocladius (Euorthocladius),568520,Orthocladius (Euorthocladius),Orthocladius
Orthocladius lignicola,128913,FALSE,FORMATTING,Orthocladius,Orthocladius (Symposiocladius),568523,Orthocladius (Symposiocladius),Orthocladius
Orthocladius Pogonocladius,FALSE,FALSE,,Orthocladius,Orthocladius,128874,Orthocladius,Orthocladius
Orthotrichia,115828,FALSE,,DNI,Orthotrichia,115828,Orthotrichia,DNI
Osobenus,103183,FALSE,Single Species in Genus,DNI,Osobenus yakimae,103184,Osobenus yakimae,DNI
Osobenus ,FALSE,FALSE,Trailing space after genus Name,DNI,Osobenus yakimae,103184,Osobenus yakimae,DNI
Osobenus yakimae,103184,FALSE,Single Species in Genus,DNI,Osobenus yakimae,103184,Osobenus yakimae,DNI
Ostracoda,84195,FALSE,,Ostracoda,Ostracoda,84195,Ostracoda,Ostracoda
Ostrocerca,102622,FALSE,,DNI,Ostrocerca,102622,Ostrocerca,DNI
Oxidae,83239,FALSE,,DNI,Oxidae,83239,Trombidiformes,DNI
Oxus,83244,FALSE,,Oxus,Oxus,83244,Trombidiformes,DNI
Oxycera,130461,FALSE,,Stratiomyidae,Oxycera,130461,Oxycera,DNI
Oxyethira,115779,FALSE,,Oxyethira,Oxyethira,115779,Oxyethira,DNI
Pachydiplax,101798,FALSE,"not known in OR, WA",DNI,Libellulidae,101797,Libellulidae,DNI
Pachydiplax longipennis,101799,FALSE,"not known in OR, WA",DNI,Libellulidae,101797,Libellulidae,DNI
Pachyprosopis (Parapachyprosopis),716596,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Pacifastacus,97325,FALSE,,Pacifastacus,Pacifastacus,97325,Pacifastacus,Pacifastacus
Pacifastacus connectens,97328,FALSE,,Pacifastacus,Pacifastacus,97325,Pacifastacus,Pacifastacus
Pacifastacus leniusculus,97326,FALSE,,Pacifastacus,Pacifastacus,97325,Pacifastacus,Pacifastacus
Pacifastacus leniusculus leniusculus,650412,FALSE,,Pacifastacus,Pacifastacus,97325,Pacifastacus,Pacifastacus
Pagastia,128401,FALSE,,Pagastia,Pagastia,128401,Pagastia,Pagastia
Pagastiella,129561,FALSE,,DNI,Pagastiella,129561,Pagastiella,DNI
Pagurus aleuticus,97778,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Paha,706131,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Palaeagapetus,115849,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,115853,Palaeagapetus nearcticus,DNI
Palaeagapetus nearcticus,115853,FALSE,single Species in region,Palaeagapetus nearcticus,Palaeagapetus nearcticus,115853,Palaeagapetus nearcticus,DNI
Palaemon,96449,TRUE,Palaemonidae excluded,DNI,DNI,FALSE,DNI,DNI
Palaemon modestus,FALSE,TRUE,Palaemonidae excluded,DNI,DNI,FALSE,DNI,DNI
Palaemonetes,96383,TRUE,Palaemonidae excluded; Palaemonetes jr. syn of Palaemon,DNI,DNI,FALSE,DNI,DNI
Palaemonidae,96213,TRUE,Palaemonidae excluded; likely Palaemon,DNI,DNI,FALSE,DNI,DNI
Palaeoheterodonta,79911,TRUE,TOO COARSE,DNI,DNI,FALSE,DNI,DNI
Palmacorixa,103491,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Palpomyiini,127774,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Panisopsis,895838,FALSE,,DNI,Panisopsis,895838,Trombidiformes,DNI
Panisus,895807,FALSE,,DNI,Panisus,895807,Trombidiformes,DNI
Paracapnia,102804,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Parachaetocladius,128951,FALSE,,Parachaetocladius,Parachaetocladius,128951,Parachaetocladius,DNI
Parachironomus,129564,FALSE,,DNI,Parachironomus,129564,Parachironomus,DNI
Paracladopelma,129597,FALSE,,Paracladopelma,Paracladopelma,129597,Paracladopelma,Paracladopelma
Paracloeodes,100899,FALSE,,DNI,Paracloeodes,100899,Paracloeodes,DNI
Paracloeodes minutus,100901,FALSE,,DNI,Paracloeodes,100899,Paracloeodes,DNI
Paracricotopus,128962,FALSE,,DNI,Paracricotopus,128962,Paracricotopus,DNI
Paracymus,112909,FALSE,,Hydrophilidae,Paracymus,112909,Paracymus,Hydrophilidae
Paradelphomyia,120298,FALSE,,DNI,Paradelphomyia,120298,Paradelphomyia,DNI
Parakiefferiella,128968,FALSE,,Parakiefferiella,Parakiefferiella,128968,Parakiefferiella,Parakiefferiella
Paralauterborniella,129616,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,129616,Paralauterborniella,DNI
Paralauterborniella nigrohalterale,FALSE,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,129616,Paralauterborniella,DNI
Paralauterborniella nigrohalteralis,129619,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,129616,Paralauterborniella,DNI
Paralauterborniella nigrohaltere,FALSE,FALSE,"Single species in Genus, historic spelling issues",DNI,Paralauterborniella,129616,Paralauterborniella,DNI
Paraleptonia,724563,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Paraleptophlebia,101187,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia bicornuta,101206,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Gr.,FALSE,FALSE,Formatting (Gr.),Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,DNI
Paraleptophlebia bicornuta group,-198,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia Bicornuta Group,-198,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia bicornuta Group,-198,FALSE,Formatting,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleptophlebia clara,101192,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia debilis,101193,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia gregalis,101195,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia heteronea,101212,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia memorialis,101214,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia temporalis,101226,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia vaciva,101227,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Paraleptophlebia with tusks,FALSE,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Paraleuctra,102887,FALSE,,DNI,Leuctridae,102840,Leuctridae,DNI
Paraleuctra occidentalis,102890,FALSE,,DNI,Leuctridae,102840,Leuctridae,DNI
Paralimnophyes,128976,FALSE,,DNI,Paralimnophyes,128976,Paralimnophyes,DNI
Parameletus,100982,FALSE,"not known from OR, WA, known from ID, MT",DNI,Siphlonuridae,100951,Siphlonuridae,DNI
Paramerina,128207,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,128259,Zavrelimyia,Zavrelimyia
Paramerina/Zavrelimyia,-26,FALSE,Current Nomenclature,Zavrelimyia,Zavrelimyia,128259,Zavrelimyia,Zavrelimyia
Parametriocnemus,128978,FALSE,,Parametriocnemus,Parametriocnemus,128978,Parametriocnemus,Parametriocnemus
Paramideopsis,83494,FALSE,,DNI,Paramideopsis,83494,Trombidiformes,DNI
Paramoera,93714,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Paranais,68862,FALSE,,Naidinae,Paranais,68862,Oligochaeta,Naidinae
Parapelopia,128067,FALSE,,DNI,Tanypodinae,127994,Tanypodinae,DNI
Paraperla,103233,FALSE,,Paraperla,Paraperla,103233,Paraperla,Paraperla
Paraperla frontalis,103234,FALSE,,Paraperla,Paraperla,103233,Paraperla,Paraperla
Paraperlinae,609856,FALSE,,DNI,Paraperlinae,609856,Paraperlinae,DNI
Paraphaenocladius,128989,FALSE,,Paraphaenocladius,Paraphaenocladius,128989,Paraphaenocladius,Paraphaenocladius
Paraphaenocladius new species,FALSE,FALSE,undescribed provisional taxon,Paraphaenocladius,Paraphaenocladius,128989,Paraphaenocladius,Paraphaenocladius
Paraplea,103608,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Parapoynx,117714,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Parapsyche,115556,FALSE,,DNI,Parapsyche,115556,Parapsyche,DNI
Parapsyche almota,115563,FALSE,,Parapsyche almota,Parapsyche almota,115563,Parapsyche almota,Parapsyche almota
Parapsyche elsis,115560,FALSE,,Parapsyche elsis,Parapsyche elsis,115560,Parapsyche elsis,Parapsyche elsis
Parapsyche elsis complex,FALSE,FALSE,,Parapsyche elsis,Parapsyche elsis,115560,Parapsyche elsis,Parapsyche elsis
Parapsyche turbinata,599293,FALSE,,DNI,Parapsyche turbinata,599293,Parapsyche turbinata,DNI
Parasmittia,129003,FALSE,,DNI,Parasmittia,129003,Parasmittia,DNI
Paratanytarsus,129935,FALSE,,Paratanytarsus,Paratanytarsus,129935,Paratanytarsus,Paratanytarsus
Paratendipes,129623,FALSE,,Paratendipes,Paratendipes,129623,Paratendipes,Paratendipes
Parathyas,-275,FALSE,,DNI,Parathyas,-275,Trombidiformes,DNI
Paratrichocladius,129005,FALSE,,DNI,Paratrichocladius,129005,Paratrichocladius,DNI
Paratrissocladius,129010,FALSE,,DNI,Paratrissocladius,129010,Paratrissocladius,DNI
Parochlus,127987,FALSE,,Podonominae,Parochlus,127987,Parochlus,Podonominae
Parorthocladius,129011,FALSE,,Parorthocladius,Parorthocladius,129011,Parorthocladius,Parorthocladius
Parthina,116525,FALSE,,DNI,Parthina,116525,Parthina,DNI
Parthina linea,116526,FALSE,,DNI,Parthina,116525,Parthina,DNI
Partnunia,895799,FALSE,,DNI,Partnunia,895799,Trombidiformes,DNI
Paucicalcaria,598624,FALSE,,DNI,Hydroptilidae,115629,Hydroptilidae,DNI
Pedicia,121118,FALSE,,Pedicia,Pedicia,121118,Pedicia,Pedicia
Pedicia/Tricyphona,FALSE,FALSE,,DNI,Pediciidae,-232,Pediciidae,DNI
Pedicidiidae,FALSE,FALSE,spelling error ,DNI,Pediciidae,-232,Pediciidae,DNI
Pediciidae,-232,FALSE,,DNI,Pediciidae,-232,Pediciidae,DNI
Pedomoecus,115972,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,115973,Pedomoecus sierra,Pedomoecus sierra
Pedomoecus sierra,115973,FALSE,Single Species in Genus,Pedomoecus sierra,Pedomoecus sierra,115973,Pedomoecus sierra,Pedomoecus sierra
Pelecorhynchidae,130914,FALSE,,Glutops,Glutops,130915,Glutops,Glutops
Peltodytes,111923,FALSE,,Haliplidae,Peltodytes,111923,Peltodytes,Haliplidae
Peltodytes callosus,111935,FALSE,,Haliplidae,Peltodytes,111923,Peltodytes,Haliplidae
Peltoperla,102489,FALSE,eastern taxon,DNI,Peltoperlidae,102488,Peltoperlidae,DNI
Peltoperlidae,102488,FALSE,,DNI,Peltoperlidae,102488,Peltoperlidae,DNI
Pentaneura,128215,FALSE,,Pentaneura,Pentaneura,128215,Pentaneura,Pentaneura
Pentaneuriini,FALSE,FALSE,,DNI,Pentaneurini,128078,Pentaneurini,DNI
Pentaneurini,128078,FALSE,,DNI,Pentaneurini,128078,Pentaneurini,DNI
Pericoma,125514,FALSE,FORMATTING,Pericomaini,Pericomaini,-242,Pericomaini,Pericomaini
Pericoma / Telmatoscopus,FALSE,FALSE,FORMATTING,Pericomaini,Pericomaini,-242,Pericomaini,Pericomaini
Pericoma/Telmatoscopus,-142,FALSE,FORMATTING,Pericomaini,Pericomaini,-242,Pericomaini,Pericomaini
Pericoma/Telmatoscopus Group,FALSE,FALSE,FORMATTING,Pericomaini,Pericomaini,-242,Pericomaini,Pericomaini
Pericomaini,-242,FALSE,FORMATTING,Pericomaini,Pericomaini,-242,Pericomaini,Pericomaini
Perithemis,101803,FALSE,,DNI,Libellulidae,101797,Libellulidae,DNI
Perlesta,103251,FALSE,eastern taxon not known in region,DNI,Perlidae,102914,Perlidae,DNI
Perlidae,102914,FALSE,,DNI,Perlidae,102914,Perlidae,DNI
Perlidae/Perlodidae Group,FALSE,FALSE,,DNI,Plecoptera,102467,Plecoptera,DNI
Perlinodes,103134,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,103135,Perlinodes aureus,Perlinodes aureus
Perlinodes aurea,103135,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,103135,Perlinodes aureus,Perlinodes aureus
Perlinodes aureus,103135,FALSE,"Single Species in Genus, hisotircally mispelled",Perlinodes aureus,Perlinodes aureus,103135,Perlinodes aureus,Perlinodes aureus
Perlodidae,102994,FALSE,,DNI,Perlodidae,102994,Perlodidae,DNI
Perlodinae,102915,FALSE,,DNI,Perlodidae,102994,Perlodidae,DNI
Perlomyia,103239,FALSE,,DNI,Perlomyia,103239,Perlomyia,DNI
Pero,189311,TRUE,Terrestrial?,DNI,DNI,FALSE,DNI,DNI
Petromyzontidae,FALSE,TRUE,FISH,DNI,DNI,FALSE,DNI,DNI
Petrophila,117682,FALSE,,Petrophila,Petrophila,117682,Petrophila,DNI
Phaenopsectra,129637,FALSE,,Phaenopsectra,Phaenopsectra,129637,Phaenopsectra,Phaenopsectra
Phaenopsectra Punctipes Group,FALSE,FALSE,,Phaenopsectra,Phaenopsectra,129637,Phaenopsectra,Phaenopsectra
Phaenopsectra punctipes group,FALSE,FALSE,,Phaenopsectra,Phaenopsectra,129637,Phaenopsectra,Phaenopsectra
Phaenopsectra/Tribelos,FALSE,FALSE,,DNI,Chironominae,129228,Chironominae,DNI
Phanogomphus,FALSE,FALSE,,DNI,Gomphidae,101664,Gomphidae,DNI
Phanogomphus kurilis,FALSE,FALSE,,DNI,Gomphidae,101664,Gomphidae,DNI
Philocasca,115971,FALSE,,DNI,Philocasca,115971,Philocasca,DNI
Philopotamidae,115257,FALSE,,DNI,Philopotamidae,115257,Philopotamidae,DNI
Philopotamoidea,598159,FALSE,TOO COARSE,DNI,Philopotamoidea,598159,Philopotamoidea,DNI
Philorus,121278,FALSE,,Blephariceridae,Blephariceridae,121227,Blephariceridae,Blephariceridae
Phoridae,138921,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Phryganeidae,115867,FALSE,,DNI,Phryganeidae,115867,Phryganeidae,DNI
Phyllodromia,136302,FALSE,,DNI,Empididae,135830,Empididae,DNI
Physa,76677,FALSE,,Physella,Physella,76698,Physella,Physella
Physa/Physella,FALSE,FALSE,,Physella,Physella,76698,Physella,Physella
Physella,76698,FALSE,,Physella,Physella,76698,Physella,Physella
Physidae,76676,FALSE,,Physella,Physella,76698,Physella,Physella
Pictetiella,103186,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,102914,Perlidae,DNI
Pictetiella expansa,103188,FALSE,"not known from OR, WA, known from ID, MT",DNI,Perlidae,102914,Perlidae,DNI
Piguetiella,68992,FALSE,,DNI,Piguetiella,68992,Oligochaeta,DNI
Pilaria,120335,FALSE,,DNI,Pilaria,120335,Pilaria,DNI
Piona,83350,FALSE,,DNI,Piona,83350,Trombidiformes,DNI
Pionacercus,83400,FALSE,,DNI,Pionacercus,83400,Trombidiformes,DNI
Pionidae,83330,FALSE,,DNI,Pionidae,83330,Trombidiformes,DNI
Pionopsis,83404,FALSE,,DNI,Pionidae,83330,Trombidiformes,DNI
Piscicola,69304,FALSE,,Hirudinida,Piscicolidae,69296,Piscicolidae,Hirudinida
Piscicola milneri,69308,FALSE,,Hirudinida,Piscicolidae,69296,Piscicolidae,Hirudinida
Piscicola salmositica,69309,FALSE,,Hirudinida,Cystobranchus salmositicus,-156,Cystobranchus salmositicus,Hirudinida
Piscicolidae,69296,FALSE,,Hirudinida,Piscicolidae,69296,Piscicolidae,Hirudinida
Pisidae,621491,FALSE,,Sphaeriidae,Sphaeriidae,81389,Sphaeriidae,Sphaeriidae
Pisidiidae,81388,FALSE,,Sphaeriidae,Sphaeriidae,81389,Sphaeriidae,Sphaeriidae
Pisidium,81400,FALSE,,Sphaeriidae,Pisidium,81400,Pisidium,Sphaeriidae
Placobdella,69363,FALSE,,Hirudinida,Glossiphoniidae,69357,Glossiphoniidae,Hirudinida
Placobdella ornata,69366,FALSE,,Hirudinida,Glossiphoniidae,69357,Glossiphoniidae,Hirudinida
Planaria,54528,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Planariidae,54502,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Planorbella,76654,FALSE,,DNI,Planorbella,76654,Planorbella,DNI
Planorbella trivolvis,76671,FALSE,,DNI,Planorbella,76654,Planorbella,DNI
Planorbidae,76591,FALSE,,DNI,Planorbidae,76591,Planorbidae,DNI
Planorbula,76629,FALSE,,DNI,Planorbidae,76591,Planorbidae,DNI
Platambus,728241,FALSE,,Agabinae,Agabinae,728212,Agabinae,DNI
Plathemis,101808,FALSE,,Agabinae,Agabinae,728212,Agabinae,DNI
Plathemis lydia,101809,FALSE,,Agabinae,Agabinae,728212,Agabinae,DNI
Platyhydracarus,-184,FALSE,,Athienemanniidae,Platyhydracarus,-184,Trombidiformes,DNI
Platysmittia,129013,FALSE,,DNI,Platysmittia,129013,Platysmittia,DNI
Platysmittia bilyji,129014,FALSE,,DNI,Platysmittia,129013,Platysmittia,DNI
Platysmittia fimbriata,129015,FALSE,,DNI,Platysmittia,129013,Platysmittia,DNI
Platytipula,FALSE,FALSE,Subgenus of Tipula,Tipula,Tipula,119037,Tipula,Tipula
Plauditus,568553,FALSE,,DNI,Plauditus,568553,Plauditus,DNI
Plauditus punctiventris,568609,FALSE,,DNI,Iswaeon,776928,Iswaeon,DNI
Plecoptera,102467,FALSE,,DNI,Plecoptera,102467,Plecoptera,DNI
Plectrocnemia,568776,FALSE,,Polycentropus sensu lato,Polycentropus sensu lato,117044,Polycentropus sensu lato,DNI
Pleuroceridae,71541,FALSE,,Juga,Juga,71570,Juga,Juga
Plumiperla,103305,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Plumiperla diversa,103306,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Podmosta,102605,FALSE,,DNI,Podmosta,102605,Podmosta,DNI
Podocopida,609939,FALSE,,Ostracoda,Ostracoda,84195,Ostracoda,Ostracoda
Podonominae,127952,FALSE,,Podonominae,Podonominae,127952,Podonominae,Podonominae
Poduridae,99239,TRUE,Collembola excluded,DNI,DNI,FALSE,DNI,DNI
Polia,188809,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Polyara,668950,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Polycelis,54510,FALSE,,Polycelis,Polycelis,54510,Polycelis,Polycelis
Polycelis coronata,54512,FALSE,,Polycelis,Polycelis,54510,Polycelis,Polycelis
Polycentropodidae,117043,FALSE,,DNI,Polycentropodidae,117043,Polycentropodidae,DNI
Polycentropodinae,598193,FALSE,,DNI,Polycentropodidae,117043,Polycentropodidae,DNI
Polycentropus,117044,FALSE,,Polycentropus sensu lato,Polycentropus,117044,Polycentropus,Polycentropus sensu lato
Polycentropus sensu lato,FALSE,FALSE,,Polycentropus sensu lato,Polycentropus,117044,Polycentropus,Polycentropus sensu lato
Polychaeta,64358,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Polymitarcyidae,101569,FALSE,not known from region more eastern,DNI,Polymitarcyidae,101569,Polymitarcyidae,DNI
Polypedilum,129657,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum aviceps,129666,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum Pentapedilum,FALSE,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum Scalaenum Group,FALSE,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum scalaenum Group,FALSE,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum Tripodura Gr.,FALSE,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Polypedilum tritum,129719,FALSE,,Polypedilum,Polypedilum,129657,Polypedilum,Polypedilum
Pomatiopsidae,70491,FALSE,TOO COARSE,DNI,Gastropoda,69459,Gastropoda,DNI
Pomoleuctra,609870,FALSE,,Leuctridae,Leuctridae,102840,Leuctridae,Leuctridae
Porifera,46861,TRUE,Sponges excluded,DNI,DNI,FALSE,DNI,DNI
Postelichus,193691,FALSE,,DNI,Postelichus,193691,Postelichus,DNI
Potamanthidae,101509,FALSE,,DNI,Potamanthidae,101509,Potamanthidae,DNI
Potamopyrgus antipodarum,205006,FALSE,Single Species- non-native,DNI,Potamopyrgus antipodarum,205006,Potamopyrgus antipodarum,DNI
